N_EXPEDIENT,CODI_DISTRICTE,DISTRICTE,CODI_BARRI,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_REGISTRE_GENERALITAT,NUMERO_PLACES,LONGITUD_X,LATITUD_Y
01-2013-0218,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,CORDERS,1,1,,,,,,,1,,HUTB-003504,2,2.1782959700000002,41.383455830000003
01-2013-0219,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,DAMES,1,1,,,,,,,3,,HUTB-003031,2,2.1817738499999999,41.381915339999999
01-2013-0220,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,DAMES,1,1,,,,,,,2,,HUTB-003030,2,2.1817738499999999,41.381915339999999
01-2013-0221,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,DAMES,1,1,,,,,,,1,,HUTB-003029,2,2.1817738499999999,41.381915339999999
01-2013-0222,1,CIUTAT VELLA,1,el Raval,Carrer,GUARDIA,2,8,,,,,,,1,1,HUTB-000687,5,2.1726588900000001,41.37606486
01-2013-0223,1,CIUTAT VELLA,1,el Raval,Carrer,GUARDIA,2,8,,,,,,,PR,2,HUTB-000696,5,2.1726588900000001,41.37606486
01-2013-0224,1,CIUTAT VELLA,1,el Raval,Carrer,GUARDIA,2,8,,,,,,,PR,1,HUTB-000695,5,2.1726588900000001,41.37606486
01-2013-0225,1,CIUTAT VELLA,1,el Raval,Carrer,GUARDIA,2,8,,,,,,,3,1,HUTB-000691,5,2.1726588900000001,41.37606486
01-2013-0227,1,CIUTAT VELLA,1,el Raval,Carrer,GUARDIA,2,8,,,,,,,2,2,HUTB-000690,5,2.1726588900000001,41.37606486
01-2013-0228,1,CIUTAT VELLA,1,el Raval,Carrer,GUARDIA,2,8,,,,,,,2,1,HUTB-000689,5,2.1726588900000001,41.37606486
01-2013-0229,1,CIUTAT VELLA,1,el Raval,Carrer,GUARDIA,2,8,,,,,,,1,2,HUTB-000688,5,2.1726588900000001,41.37606486
01-2013-0230,1,CIUTAT VELLA,1,el Raval,Carrer,GUARDIA,2,8,,,,,,,EN,2,HUTB-000693,3,2.1726588900000001,41.37606486
01-2013-0235,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,TROMPETES,2,4,,,,,,,1,,HUTB-001228,2,2.1808715900000002,41.380804910000002
01-2013-0236,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,TROMPETES,2,4,,,,,,,2,,HUTB-001229,2,2.1808715900000002,41.380804910000002
01-2013-0237,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,TROMPETES,2,4,,,,,,,3,,HUTB-001230,2,2.1808715900000002,41.380804910000002
01-2013-0238,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,TROMPETES,2,4,,,,,,,4,,HUTB-001231,2,2.1808715900000002,41.380804910000002
01-2013-0239,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,TROMPETES,2,4,,,,,,,5,,HUTB-001232,2,2.1808715900000002,41.380804910000002
01-2013-0242,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,EN,3,HUTB-003808,5,2.17909058,41.381784529999997
01-2013-0243,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,EN,1,HUTB-003806,7,2.17909058,41.381784529999997
01-2013-0244,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,EN,4,HUTB-003809,7,2.17909058,41.381784529999997
01-2013-0245,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,2,4,HUTB-003804,8,2.17909058,41.381784529999997
01-2013-0246,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,3,,HUTB-003805,5,2.17909058,41.381784529999997
01-2013-0247,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,1,3,HUTB-003799,5,2.17909058,41.381784529999997
01-2013-0248,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,PR,2,HUTB-003810,5,2.17909058,41.381784529999997
01-2013-0249,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,EN,2,HUTB-003807,5,2.17909058,41.381784529999997
01-2013-0250,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,1,4,HUTB-003800,11,2.17909058,41.381784529999997
01-2013-0251,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,1,1,HUTB-003798,7,2.17909058,41.381784529999997
01-2013-0252,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,2,1,HUTB-003801,7,2.17909058,41.381784529999997
01-2013-0253,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,2,3,HUTB-003803,5,2.17909058,41.381784529999997
01-2013-0254,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,2,2,HUTB-003802,5,2.17909058,41.381784529999997
01-2013-0260,1,CIUTAT VELLA,2,el Barri Gòtic,Avinguda,PORTAL DE L'ANGEL,2,28,,,,,,,3,,HUTB-013135,13,2.1715303100000001,41.384255430000003
01-2013-0261,1,CIUTAT VELLA,2,el Barri Gòtic,Avinguda,PORTAL DE L'ANGEL,2,28,,,,,,,2,,HUTB-013134,13,2.1715303100000001,41.384255430000003
01-2013-0264,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,ALSINA,1,1,,,,,,,EN,1,HUTB-003683,3,2.1734028799999998,41.379837299999998
01-2013-0268,1,CIUTAT VELLA,1,el Raval,Carrer,TALLERS,2,28,,,,,,,PR,,HUTB-001778,14,2.16728516,41.383015360000002
01-2013-0269,1,CIUTAT VELLA,1,el Raval,Carrer,TALLERS,2,28,,,,,,,3,2,HUTB-001777,6,2.16728516,41.383015360000002
01-2013-0270,1,CIUTAT VELLA,1,el Raval,Carrer,TALLERS,1,61,,,,,,,EN,1A,HUTB-001779,12,2.1663480399999999,41.382987749999998
01-2013-0271,1,CIUTAT VELLA,1,el Raval,Carrer,NOU DE LA RAMBLA,2,40,,,,,,,3,,HUTB-002482,20,2.1718445100000001,41.37606255
01-2013-0288,1,CIUTAT VELLA,2,el Barri Gòtic,Plaça,JOAQUIM XIRAU I PALAU,1,1,,,,,,,4,,HUTB-000897,6,2.1758150700000001,41.376682610000003
01-2013-0289,1,CIUTAT VELLA,1,el Raval,Carrer,SANTA MONICA,2,2,,,,,,,1,3,HUTB-002359,5,2.1741562499999998,41.375554979999997
01-2013-0291,1,CIUTAT VELLA,1,el Raval,Carrer,MONTSERRAT,2,8,,,,,,,EN,1,HUTB-002379,9,2.1737954799999999,41.375328160000002
01-2013-0300,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT ANTONI DELS SOMBRERERS,2,4,,,,,,,5,2,HUTB-002182,2,2.1806001099999999,41.38224117
01-2013-0301,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT ANTONI DELS SOMBRERERS,2,4,,,,,,,2,1,HUTB-002175,2,2.1806001099999999,41.38224117
01-2013-0302,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT ANTONI DELS SOMBRERERS,2,4,,,,,,,1,2,HUTB-002174,2,2.1806001099999999,41.38224117
01-2013-0303,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT ANTONI DELS SOMBRERERS,2,4,,,,,,,1,1,HUTB-002173,2,2.1806001099999999,41.38224117
01-2013-0304,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT ANTONI DELS SOMBRERERS,2,4,,,,,,,2,2,HUTB-002176,2,2.1806001099999999,41.38224117
01-2013-0305,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT ANTONI DELS SOMBRERERS,2,4,,,,,,,3,1,HUTB-002177,2,2.1806001099999999,41.38224117
01-2013-0306,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT ANTONI DELS SOMBRERERS,2,4,,,,,,,3,2,HUTB-002178,2,2.1806001099999999,41.38224117
01-2013-0307,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT ANTONI DELS SOMBRERERS,2,4,,,,,,,5,1,HUTB-002181,2,2.1806001099999999,41.38224117
01-2013-0308,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT ANTONI DELS SOMBRERERS,2,4,,,,,,,4,2,HUTB-002180,2,2.1806001099999999,41.38224117
01-2013-0309,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT ANTONI DELS SOMBRERERS,2,4,,,,,,,4,1,HUTB-002179,2,2.1806001099999999,41.38224117
01-2013-0311,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,COLOM,1,1,,,,,,,2,1,HUTB-003338,2,2.1737145299999998,41.377975939999999
01-2013-0312,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,COLOM,1,1,,,,,,,3,1,HUTB-003339,2,2.1737145299999998,41.377975939999999
01-2013-0315,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,GIGNAS,1,17,,19,,,,,2,4,HUTB-000363,5,2.1789665399999998,41.379380470000001
01-2013-0362,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,MONEC,1,25,,,,,,,4,1,HUTB-002368,3,2.17623034,41.386882249999999
01-2013-0363,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT PERE MITJA,1,33,,,,,,,1,1,HUTB-002305,3,2.1762465999999998,41.386008359999998
01-2013-0364,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT PERE MITJA,1,33,,,,,,,1,2,HUTB-002306,2,2.1762465999999998,41.386008359999998
01-2013-0365,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT PERE MITJA,1,33,,,,,,,2,1,HUTB-002307,2,2.1762465999999998,41.386008359999998
01-2013-0366,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT PERE MITJA,1,33,,,,,,,2,2,HUTB-013142,3,2.1762465999999998,41.386008359999998
01-2013-0367,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT PERE MITJA,1,33,,,,,,,3,1,HUTB-002309,2,2.1762465999999998,41.386008359999998
01-2013-0368,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,SANT PERE MITJA,1,33,,,,,,,4,2,HUTB-002310,3,2.1762465999999998,41.386008359999998
01-2013-0389,1,CIUTAT VELLA,3,la Barceloneta,Carrer,MEER,2,34,,,,,,,5,,HUTB-013126,2,2.1890195800000001,41.376050999999997
01-2013-0391,1,CIUTAT VELLA,3,la Barceloneta,Carrer,MEER,2,34,,,,,,,4,,HUTB-013125,2,2.1890195800000001,41.376050999999997
01-2013-0392,1,CIUTAT VELLA,3,la Barceloneta,Carrer,MEER,2,34,,,,,,,3,,HUTB-013124,2,2.1890195800000001,41.376050999999997
01-2013-0394,1,CIUTAT VELLA,3,la Barceloneta,Carrer,MEER,2,34,,,,,,,2,,HUTB-013123,2,2.1890195800000001,41.376050999999997
01-2013-0395,1,CIUTAT VELLA,3,la Barceloneta,Carrer,MEER,2,34,,,,,,,1,,HUTB-013122,2,2.1890195800000001,41.376050999999997
01-2013-0396,1,CIUTAT VELLA,3,la Barceloneta,Carrer,MEER,2,34,,,,,,,BJ,,HUTB-013121,2,2.1890195800000001,41.376050999999997
01-2013-0407,1,CIUTAT VELLA,3,la Barceloneta,Carrer,SANT MIQUEL,2,104,,106,,,,,3,1,HUTB-002229,2,2.1883225300000002,41.374964329999997
01-2013-0411,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,SERRA,2,8,,,,,,,2,,HUTB-013143,7,2.1770131799999999,41.378153070000003
01-2013-0423,1,CIUTAT VELLA,1,el Raval,Carrer,CARME,2,10,,,,,,,PR,1,HUTB-002970,4,2.1699458200000001,41.380882110000002
01-2013-0424,1,CIUTAT VELLA,1,el Raval,Carrer,CARME,2,10,,,,,,,PR,2,HUTB-002971,4,2.1699458200000001,41.380882110000002
01-2013-0425,1,CIUTAT VELLA,1,el Raval,Carrer,CARME,2,10,,,,,,,PR,3,HUTB-002972,5,2.1699458200000001,41.380882110000002
01-2013-0426,1,CIUTAT VELLA,1,el Raval,Carrer,CARME,2,10,,,,,,,PR,4,HUTB-002973,4,2.1699458200000001,41.380882110000002
01-2013-0427,1,CIUTAT VELLA,1,el Raval,Carrer,CARME,2,10,,,,,,,1,1,HUTB-002958,4,2.1699458200000001,41.380882110000002
01-2013-0428,1,CIUTAT VELLA,1,el Raval,Carrer,CARME,2,10,,,,,,,1,2,HUTB-002959,4,2.1699458200000001,41.380882110000002
01-2013-0429,1,CIUTAT VELLA,1,el Raval,Carrer,CARME,2,10,,,,,,,1,3,HUTB-002960,5,2.1699458200000001,41.380882110000002
01-2013-0431,1,CIUTAT VELLA,1,el Raval,Carrer,CARME,2,10,,,,,,,1,4,HUTB-002961,4,2.1699458200000001,41.380882110000002
01-2013-0432,1,CIUTAT VELLA,1,el Raval,Carrer,CARME,2,10,,,,,,,2,1,HUTB-002962,4,2.1699458200000001,41.380882110000002
01-2013-0433,1,CIUTAT VELLA,1,el Raval,Carrer,CARME,2,10,,,,,,,2,2,HUTB-002963,4,2.1699458200000001,41.380882110000002
01-2013-0434,1,CIUTAT VELLA,1,el Raval,Carrer,CARME,2,10,,,,,,,2,3,HUTB-002964,5,2.1699458200000001,41.380882110000002
01-2013-0435,1,CIUTAT VELLA,1,el Raval,Carrer,CARME,2,10,,,,,,,2,4,HUTB-002965,4,2.1699458200000001,41.380882110000002
01-2013-0436,1,CIUTAT VELLA,1,el Raval,Carrer,CARME,2,10,,,,,,,3,1,HUTB-002966,4,2.1699458200000001,41.380882110000002
01-2013-0437,1,CIUTAT VELLA,1,el Raval,Carrer,CARME,2,10,,,,,,,3,2,HUTB-002967,4,2.1699458200000001,41.380882110000002
01-2013-0438,1,CIUTAT VELLA,1,el Raval,Carrer,CARME,2,10,,,,,,,3,3,HUTB-002968,5,2.1699458200000001,41.380882110000002
01-2013-0439,1,CIUTAT VELLA,1,el Raval,Carrer,CARME,2,10,,,,,,,3,4,HUTB-002969,4,2.1699458200000001,41.380882110000002
01-2013-0441,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,ESCUDELLERS,2,18,,,,,,,EN,,HUTB-000114,7,2.1754496099999998,41.377896990000004
01-2013-0442,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,ESCUDELLERS,2,18,,,,,,,1,,HUTB-000111,7,2.1754496099999998,41.377896990000004
01-2013-0443,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,ESCUDELLERS,2,18,,,,,,,2,,HUTB-000112,7,2.1754496099999998,41.377896990000004
01-2013-0444,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,ESCUDELLERS,2,18,,,,,,,3,,HUTB-000113,7,2.1754496099999998,41.377896990000004
01-2013-0447,1,CIUTAT VELLA,1,el Raval,Carrer,CARME,1,97,,,,,,,2,3,HUTB-002975,7,2.1657335199999999,41.37818292
01-2013-0509,1,CIUTAT VELLA,3,la Barceloneta,Carrer,PAREDES,1,1,,,,,,,PR,1,HUTB-002642,3,2.18680976,41.37954191
01-2013-0510,1,CIUTAT VELLA,3,la Barceloneta,Carrer,PAREDES,1,1,,,,,,,PR,2,HUTB-002643,3,2.18680976,41.37954191
01-2013-0511,1,CIUTAT VELLA,3,la Barceloneta,Carrer,PAREDES,1,1,,,,,,,1,1,HUTB-002635,3,2.18680976,41.37954191
01-2013-0512,1,CIUTAT VELLA,3,la Barceloneta,Carrer,PAREDES,1,1,,,,,,,1,2,HUTB-002636,3,2.18680976,41.37954191
01-2013-0513,1,CIUTAT VELLA,3,la Barceloneta,Carrer,PAREDES,1,1,,,,,,,2,2,HUTB-002637,3,2.18680976,41.37954191
01-2013-0514,1,CIUTAT VELLA,3,la Barceloneta,Carrer,PAREDES,1,1,,,,,,,3,1,HUTB-002638,3,2.18680976,41.37954191
01-2013-0515,1,CIUTAT VELLA,3,la Barceloneta,Carrer,PAREDES,1,1,,,,,,,3,2,HUTB-002639,2,2.18680976,41.37954191
01-2013-0516,1,CIUTAT VELLA,3,la Barceloneta,Carrer,PAREDES,1,1,,,,,,,4,1,HUTB-002640,3,2.18680976,41.37954191
01-2013-0517,1,CIUTAT VELLA,3,la Barceloneta,Carrer,PAREDES,1,1,,,,,,,4,2,HUTB-002641,3,2.18680976,41.37954191
01-2013-0552,1,CIUTAT VELLA,1,el Raval,Carrer,RAMBLA,1,41,,,,,,,2,2,HUTB-000948,11,2.17332759,41.377669189999999
01-2013-0553,1,CIUTAT VELLA,1,el Raval,Carrer,RAMBLA,1,41,,,,,,,3,1,HUTB-000949,7,2.17332759,41.377669189999999
01-2013-0554,1,CIUTAT VELLA,1,el Raval,Carrer,RAMBLA,1,41,,,,,,,AT,,HUTB-000950,3,2.17332759,41.377669189999999
01-2013-0556,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,CALDERS,1,5,,,,,,,2,,HUTB-002907,2,2.1819901800000001,41.382794689999997
01-2013-0557,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,CALDERS,1,5,,,,,,,3,,HUTB-002908,2,2.1819901800000001,41.382794689999997
01-2013-0558,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,CALDERS,1,5,,,,,,,4,,HUTB-002909,2,2.1819901800000001,41.382794689999997
01-2013-0559,1,CIUTAT VELLA,1,el Raval,Carrer,RAMBLA,1,41,,,,,,,2,1,HUTB-000947,7,2.17332759,41.377669189999999
01-2013-0592,1,CIUTAT VELLA,3,la Barceloneta,Carrer,PROCLAMACIO,2,12,,,,,,,1,,HUTB-010677,2,2.1900951399999999,41.378089439999997
01-2013-0593,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,RIPOLL,1,27,,,,,,,2,,HUTB-001667,5,2.17384406,41.383685829999997
01-2013-0594,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,RIPOLL,1,27,,,,,,,4,,HUTB-001669,5,2.17384406,41.383685829999997
01-2013-0595,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,RIPOLL,1,27,,,,,,,3,,HUTB-001668,5,2.17384406,41.383685829999997
01-2013-0615,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,FERRAN,2,2,,,,,,,5,,HUTB-013217,3,2.1732042699999998,41.378509610000002
01-2013-0616,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,FERRAN,2,2,,,,,,,4,1,HUTB-013218,3,2.1732042699999998,41.378509610000002
01-2013-0617,1,CIUTAT VELLA,1,el Raval,Carrer,UNIO,1,21,,,,,,,BJ,2,HUTB-001242,5,2.17187172,41.377198200000002
01-2013-0618,1,CIUTAT VELLA,1,el Raval,Carrer,UNIO,1,21,,,,,,,1,1,HUTB-001233,3,2.17187172,41.377198200000002
01-2013-0619,1,CIUTAT VELLA,1,el Raval,Carrer,UNIO,1,21,,,,,,,1,2,HUTB-001234,6,2.17187172,41.377198200000002
01-2013-0620,1,CIUTAT VELLA,1,el Raval,Carrer,UNIO,1,21,,,,,,,2,1,HUTB-001235,3,2.17187172,41.377198200000002
01-2013-0621,1,CIUTAT VELLA,1,el Raval,Carrer,UNIO,1,21,,,,,,,2,2,HUTB-001236,6,2.17187172,41.377198200000002
01-2013-0622,1,CIUTAT VELLA,1,el Raval,Carrer,UNIO,1,21,,,,,,,3,1,HUTB-001237,3,2.17187172,41.377198200000002
01-2013-0623,1,CIUTAT VELLA,1,el Raval,Carrer,UNIO,1,21,,,,,,,3,2,HUTB-001238,6,2.17187172,41.377198200000002
01-2013-0624,1,CIUTAT VELLA,1,el Raval,Carrer,UNIO,1,21,,,,,,,4,1,HUTB-001239,3,2.17187172,41.377198200000002
01-2013-0625,1,CIUTAT VELLA,1,el Raval,Carrer,UNIO,1,21,,,,,,,4,2,HUTB-001240,6,2.17187172,41.377198200000002
01-2013-0626,1,CIUTAT VELLA,1,el Raval,Carrer,UNIO,1,21,,,,,,,5,,HUTB-001241,3,2.17187172,41.377198200000002
01-2013-0631,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,VIDRE,2,10,,12,,,,,2,3,HUTB-001510,9,2.17514121,41.377869420000003
01-2013-0633,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,VOLTA D'EN DUSAI,2,4,,,,,,,2,1,HUTB-001590,3,2.1819185399999999,41.382601950000002
01-2013-0634,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,SERRA,2,8,,,,,,,4,,HUTB-013145,7,2.1770131799999999,41.378153070000003
01-2013-0645,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,ESCUDELLERS,2,36,,,,,,,2,,HUTB-000116,3,2.1758714800000001,41.37828279
01-2013-0647,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,ESCUDELLERS,2,36,,,,,,,4,,HUTB-000118,3,2.1758714800000001,41.37828279
01-2013-0648,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,ESCUDELLERS,2,36,,,,,,,3,,HUTB-000117,3,2.1758714800000001,41.37828279
01-2013-0663,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,CANVIS VELLS,1,7,,,,,,,1,,HUTB-002950,6,2.1810645599999998,41.381157739999999
01-2013-0666,1,CIUTAT VELLA,1,el Raval,Carrer,MARQUES DE BARBERA,2,8,,,,,,,BJ,,HUTB-000031,33,2.1713371000000001,41.376803459999998
01-2013-0670,1,CIUTAT VELLA,3,la Barceloneta,Carrer,SANT MIQUEL,2,58,,,,,,,PR,,HUTB-002225,3,2.1875676199999998,41.376870879999998
01-2013-0677,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,VIDRE,2,10,,12,,,,,3,3,HUTB-001513,9,2.17514121,41.377869420000003
01-2013-0681,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,FERRAN,2,2,,,,,,,3,2,HUTB-013219,4,2.1732042699999998,41.378509610000002
01-2013-0682,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,FERRAN,2,2,,,,,,,AT,1,HUTB-013220,6,2.1732042699999998,41.378509610000002
01-2013-0685,1,CIUTAT VELLA,3,la Barceloneta,Carrer,BERENGUER MALLOL,1,1,,3,,,,3,3,1,HUTB-004016,2,2.19074254,41.3786348
01-2013-0702,1,CIUTAT VELLA,1,el Raval,Carrer,AURORA,1,11,B,,,,,,1,3,HUTB-003872,6,2.1669885400000002,41.376798819999998
01-2013-0709,1,CIUTAT VELLA,2,el Barri Gòtic,Passeig,COLOM,1,3,,,,,,,PR,4,HUTB-003342,5,2.18023415,41.378999950000001
01-2013-0711,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,REC,2,34,,,,,,,5,,HUTB-001606,3,2.1816917,41.38330878
01-2013-0712,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,REC,2,34,,,,,,,4,,HUTB-001605,3,2.1816917,41.38330878
01-2013-0713,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,REC,2,34,,,,,,,3,,HUTB-001604,3,2.1816917,41.38330878
01-2013-0714,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,REC,2,34,,,,,,,2,,HUTB-001603,3,2.1816917,41.38330878
01-2013-0715,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,REC,2,34,,,,,,,1,,HUTB-001602,3,2.1816917,41.38330878
01-2013-0725,1,CIUTAT VELLA,2,el Barri Gòtic,Passeig,COLOM,1,3,,,,,,,1,2,HUTB-003341,13,2.18023415,41.378999950000001
01-2013-0726,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,BANYS NOUS,2,4,,,,,,,1,,HUTB-004007,13,2.1742175800000001,41.380195899999997
01-2013-0733,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,RAMBLA,2,36,,,,,,,2,,HUTB-000943,14,2.1745893199999999,41.377169350000003
01-2013-0734,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,RAMBLA,2,36,,,,,,,4,2,HUTB-000946,6,2.1745893199999999,41.377169350000003
01-2013-0741,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,RAMBLA,2,36,,,,,,,3,2,HUTB-000944,6,2.1745893199999999,41.377169350000003
01-2013-0751,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,MARQUESA,1,9,,,,,,,4,,HUTB-000041,8,2.1841167100000001,41.381382360000003
01-2013-0752,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,MARQUESA,1,9,,,,,,,3,,HUTB-000039,8,2.1841167100000001,41.381382360000003
01-2013-0753,1,CIUTAT VELLA,1,el Raval,Carrer,HOSPITAL,1,25,,,,,,,1,2,HUTB-000715,9,2.1711251699999998,41.37903472
01-2013-0754,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,HEURES,2,4,,10,,,,D,4,2,HUTB-005929,4,2.1741650799999999,41.378896159999996
01-2013-0755,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,HEURES,2,4,,10,,,,D,4,1,HUTB-000707,3,2.1741650799999999,41.378896159999996
01-2013-0756,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,MARE DE DEU DEL PILAR,1,17,,,,,,,2,2,HUTB-001104,5,2.1750339400000001,41.385653099999999
01-2013-0765,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,GIRALT EL PELLISSER,2,8,,,,,,,5,,HUTB-000365,3,2.1783199299999998,41.384294529999998
01-2013-0766,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,SOMBRERERS,1,23,,,,,,,EN,1,HUTB-001772,9,2.1808245400000001,41.382254439999997
01-2013-0767,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,FLASSADERS,1,33,,,,,,,3,1,HUTB-000185,4,2.1813047800000001,41.383395649999997
01-2013-0769,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,FERRAN,2,24,,,,,,,2,,HUTB-000162,7,2.1742722099999998,41.379360730000002
01-2013-0770,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,BEAT SIMO,1,3,,,,,,,2,,HUTB-013104,15,2.17445719,41.379219999999997
